neighbourhood_cleansed,price
I Centro Storico,150
II Parioli/Nomentano,24
VII San Giovanni/CinecittĂ ,57
I Centro Storico,90
VII San Giovanni/CinecittĂ ,53
I Centro Storico,80
I Centro Storico,210
I Centro Storico,49
I Centro Storico,110
V Prenestino/Centocelle,30
I Centro Storico,116
I Centro Storico,291
I Centro Storico,95
II Parioli/Nomentano,70
I Centro Storico,91
III Monte Sacro,40
IV Tiburtina,37
I Centro Storico,65
I Centro Storico,100
I Centro Storico,98
I Centro Storico,90
I Centro Storico,41
I Centro Storico,51
I Centro Storico,75
VII San Giovanni/CinecittĂ ,55
I Centro Storico,62
XII Monte Verde,85
I Centro Storico,73
I Centro Storico,95
VII San Giovanni/CinecittĂ ,61
I Centro Storico,79
I Centro Storico,72
XIII Aurelia,40
VII San Giovanni/CinecittĂ ,100
I Centro Storico,75
I Centro Storico,145
II Parioli/Nomentano,105
I Centro Storico,49
I Centro Storico,120
I Centro Storico,170
I Centro Storico,381
II Parioli/Nomentano,32
I Centro Storico,79
IV Tiburtina,28
I Centro Storico,86
XIV Monte Mario,70
I Centro Storico,45
XIII Aurelia,115
VII San Giovanni/CinecittĂ ,69
I Centro Storico,60
I Centro Storico,84
I Centro Storico,61
I Centro Storico,80
I Centro Storico,160
I Centro Storico,70
II Parioli/Nomentano,80
I Centro Storico,84
I Centro Storico,120
VIII Appia Antica,45
I Centro Storico,64
XII Monte Verde,70
XIV Monte Mario,55
II Parioli/Nomentano,55
VII San Giovanni/CinecittĂ ,83
I Centro Storico,140
XII Monte Verde,58
XV Cassia/Flaminia,80
XIII Aurelia,33
IV Tiburtina,110
V Prenestino/Centocelle,31
XIII Aurelia,95
I Centro Storico,169
XII Monte Verde,85
I Centro Storico,78
II Parioli/Nomentano,48
I Centro Storico,96
XIII Aurelia,85
VIII Appia Antica,70
XIII Aurelia,55
XIII Aurelia,40
I Centro Storico,125
I Centro Storico,90
I Centro Storico,137
I Centro Storico,65
I Centro Storico,88
I Centro Storico,68
I Centro Storico,124
XIV Monte Mario,250
I Centro Storico,40
VII San Giovanni/CinecittĂ ,50
I Centro Storico,250
I Centro Storico,190
II Parioli/Nomentano,59
I Centro Storico,110
III Monte Sacro,100
I Centro Storico,100
XIII Aurelia,101
I Centro Storico,78
XIV Monte Mario,73
XIII Aurelia,80
I Centro Storico,83
I Centro Storico,60
I Centro Storico,87
XV Cassia/Flaminia,70
XII Monte Verde,116
VIII Appia Antica,80
I Centro Storico,64
I Centro Storico,110
I Centro Storico,39
I Centro Storico,76
I Centro Storico,45
I Centro Storico,88
I Centro Storico,153
XII Monte Verde,106
I Centro Storico,90
XII Monte Verde,120
X Ostia/Acilia,27
VII San Giovanni/CinecittĂ ,65
XIII Aurelia,43
I Centro Storico,60
X Ostia/Acilia,65
XV Cassia/Flaminia,50
XII Monte Verde,70
I Centro Storico,84
I Centro Storico,80
I Centro Storico,69
I Centro Storico,104
I Centro Storico,161
I Centro Storico,39
IV Tiburtina,37
I Centro Storico,165
XIII Aurelia,60
V Prenestino/Centocelle,25
III Monte Sacro,200
I Centro Storico,93
VII San Giovanni/CinecittĂ ,75
IV Tiburtina,43
IX Eur,70
I Centro Storico,70
I Centro Storico,40
I Centro Storico,136
I Centro Storico,117
I Centro Storico,76
II Parioli/Nomentano,45
I Centro Storico,78
I Centro Storico,155
XII Monte Verde,116
I Centro Storico,60
I Centro Storico,117
I Centro Storico,40
VIII Appia Antica,33
I Centro Storico,42
I Centro Storico,75
II Parioli/Nomentano,87
I Centro Storico,133
I Centro Storico,61
I Centro Storico,127
I Centro Storico,60
I Centro Storico,206
XI Arvalia/Portuense,48
I Centro Storico,71
I Centro Storico,80
I Centro Storico,154
II Parioli/Nomentano,85
I Centro Storico,71
I Centro Storico,70
I Centro Storico,177
I Centro Storico,120
VIII Appia Antica,40
VII San Giovanni/CinecittĂ ,24
XIII Aurelia,286
VIII Appia Antica,316
I Centro Storico,50
V Prenestino/Centocelle,53
III Monte Sacro,79
I Centro Storico,114
I Centro Storico,72
I Centro Storico,99
VII San Giovanni/CinecittĂ ,30
XV Cassia/Flaminia,130
XII Monte Verde,56
I Centro Storico,70
I Centro Storico,100
I Centro Storico,110
I Centro Storico,100
II Parioli/Nomentano,98
XII Monte Verde,35
XII Monte Verde,35
I Centro Storico,55
II Parioli/Nomentano,80
I Centro Storico,80
I Centro Storico,90
I Centro Storico,60
VIII Appia Antica,80
I Centro Storico,42
I Centro Storico,43
I Centro Storico,120
XV Cassia/Flaminia,150
II Parioli/Nomentano,116
XV Cassia/Flaminia,85
I Centro Storico,117
VIII Appia Antica,26
XII Monte Verde,120
V Prenestino/Centocelle,94
I Centro Storico,90
XIV Monte Mario,45
XIII Aurelia,100
I Centro Storico,62
I Centro Storico,55
I Centro Storico,90
I Centro Storico,69
I Centro Storico,38
I Centro Storico,180
XIV Monte Mario,150
I Centro Storico,65
XII Monte Verde,43
I Centro Storico,125
II Parioli/Nomentano,54
I Centro Storico,126
II Parioli/Nomentano,45
I Centro Storico,120
X Ostia/Acilia,35
XIII Aurelia,101
VI Roma delle Torri,27
I Centro Storico,59
II Parioli/Nomentano,39
I Centro Storico,93
I Centro Storico,68
I Centro Storico,105
I Centro Storico,64
I Centro Storico,32
I Centro Storico,110
II Parioli/Nomentano,80
I Centro Storico,72
I Centro Storico,63
I Centro Storico,112
IV Tiburtina,37
IV Tiburtina,35
I Centro Storico,99
I Centro Storico,90
VII San Giovanni/CinecittĂ ,70
I Centro Storico,120
VIII Appia Antica,90
I Centro Storico,150
I Centro Storico,80
I Centro Storico,95
I Centro Storico,165
I Centro Storico,110
I Centro Storico,88
III Monte Sacro,41
XV Cassia/Flaminia,165
III Monte Sacro,110
I Centro Storico,62
VIII Appia Antica,75
I Centro Storico,250
I Centro Storico,165
I Centro Storico,34
XI Arvalia/Portuense,60
I Centro Storico,80
I Centro Storico,54
VIII Appia Antica,38
I Centro Storico,101
I Centro Storico,140
II Parioli/Nomentano,41
I Centro Storico,90
VII San Giovanni/CinecittĂ ,38
VII San Giovanni/CinecittĂ ,45
I Centro Storico,95
VII San Giovanni/CinecittĂ ,100
XIII Aurelia,35
I Centro Storico,50
XIII Aurelia,100
I Centro Storico,113
II Parioli/Nomentano,53
I Centro Storico,61
XIII Aurelia,59
XII Monte Verde,40
I Centro Storico,88
I Centro Storico,99
VIII Appia Antica,60
I Centro Storico,70
I Centro Storico,76
XII Monte Verde,50
VIII Appia Antica,25
I Centro Storico,150
VIII Appia Antica,23
I Centro Storico,65
XIII Aurelia,109
XV Cassia/Flaminia,69
I Centro Storico,60
I Centro Storico,75
II Parioli/Nomentano,41
II Parioli/Nomentano,39
I Centro Storico,60
VII San Giovanni/CinecittĂ ,150
XIII Aurelia,136
V Prenestino/Centocelle,47
I Centro Storico,100
IV Tiburtina,56
I Centro Storico,190
I Centro Storico,184
VII San Giovanni/CinecittĂ ,50
I Centro Storico,64
I Centro Storico,104
XV Cassia/Flaminia,70
I Centro Storico,84
VII San Giovanni/CinecittĂ ,56
I Centro Storico,99
II Parioli/Nomentano,100
XII Monte Verde,70
I Centro Storico,250
I Centro Storico,175
I Centro Storico,110
I Centro Storico,33
I Centro Storico,99
XIII Aurelia,100
I Centro Storico,70
I Centro Storico,126
II Parioli/Nomentano,44
I Centro Storico,80
I Centro Storico,90
I Centro Storico,116
I Centro Storico,80
I Centro Storico,151
II Parioli/Nomentano,95
VII San Giovanni/CinecittĂ ,28
VII San Giovanni/CinecittĂ ,100
I Centro Storico,71
III Monte Sacro,67
VIII Appia Antica,92
I Centro Storico,95
VII San Giovanni/CinecittĂ ,75
I Centro Storico,70
XII Monte Verde,100
I Centro Storico,64
II Parioli/Nomentano,105
I Centro Storico,20
III Monte Sacro,77
I Centro Storico,89
III Monte Sacro,66
I Centro Storico,87
I Centro Storico,100
IV Tiburtina,60
V Prenestino/Centocelle,44
XIV Monte Mario,30
I Centro Storico,150
I Centro Storico,101
II Parioli/Nomentano,28
XV Cassia/Flaminia,100
I Centro Storico,70
VIII Appia Antica,46
I Centro Storico,100
I Centro Storico,280
XIII Aurelia,55
V Prenestino/Centocelle,55
II Parioli/Nomentano,65
I Centro Storico,70
I Centro Storico,37
I Centro Storico,167
I Centro Storico,65
I Centro Storico,55
I Centro Storico,100
I Centro Storico,170
I Centro Storico,73
X Ostia/Acilia,50
I Centro Storico,83
I Centro Storico,150
XII Monte Verde,51
I Centro Storico,150
I Centro Storico,250
II Parioli/Nomentano,95
VII San Giovanni/CinecittĂ ,44
VII San Giovanni/CinecittĂ ,49
I Centro Storico,81
I Centro Storico,86
I Centro Storico,75
I Centro Storico,54
I Centro Storico,179
XV Cassia/Flaminia,31
I Centro Storico,110
VII San Giovanni/CinecittĂ ,68
I Centro Storico,79
XV Cassia/Flaminia,120
I Centro Storico,85
XII Monte Verde,94
I Centro Storico,35
XII Monte Verde,90
IV Tiburtina,55
I Centro Storico,80
I Centro Storico,90
IV Tiburtina,45
III Monte Sacro,28
XII Monte Verde,59
XIII Aurelia,38
I Centro Storico,110
XIII Aurelia,130
I Centro Storico,105
I Centro Storico,80
II Parioli/Nomentano,50
V Prenestino/Centocelle,38
I Centro Storico,62
VII San Giovanni/CinecittĂ ,74
XII Monte Verde,60
I Centro Storico,80
V Prenestino/Centocelle,80
I Centro Storico,90
XV Cassia/Flaminia,85
XIII Aurelia,59
II Parioli/Nomentano,35
II Parioli/Nomentano,45
I Centro Storico,69
VI Roma delle Torri,40
I Centro Storico,129
I Centro Storico,55
IV Tiburtina,70
I Centro Storico,139
X Ostia/Acilia,90
XII Monte Verde,118
I Centro Storico,83
VII San Giovanni/CinecittĂ ,70
III Monte Sacro,60
IV Tiburtina,55
I Centro Storico,59
IV Tiburtina,55
I Centro Storico,100
I Centro Storico,90
XII Monte Verde,100
XIII Aurelia,60
I Centro Storico,110
I Centro Storico,200
II Parioli/Nomentano,75
I Centro Storico,53
I Centro Storico,185
XI Arvalia/Portuense,50
XI Arvalia/Portuense,60
I Centro Storico,207
I Centro Storico,100
II Parioli/Nomentano,85
I Centro Storico,65
III Monte Sacro,100
VIII Appia Antica,85
II Parioli/Nomentano,120
VII San Giovanni/CinecittĂ ,175
I Centro Storico,100
I Centro Storico,68
I Centro Storico,246
I Centro Storico,75
II Parioli/Nomentano,85
XV Cassia/Flaminia,51
IV Tiburtina,65
XIII Aurelia,35
I Centro Storico,75
I Centro Storico,109
I Centro Storico,120
I Centro Storico,294
I Centro Storico,160
I Centro Storico,200
VIII Appia Antica,74
I Centro Storico,45
VII San Giovanni/CinecittĂ ,30
VII San Giovanni/CinecittĂ ,30
I Centro Storico,109
I Centro Storico,102
XIII Aurelia,60
II Parioli/Nomentano,54
VII San Giovanni/CinecittĂ ,50
I Centro Storico,340
VII San Giovanni/CinecittĂ ,55
X Ostia/Acilia,120
II Parioli/Nomentano,130
XIII Aurelia,55
I Centro Storico,49
V Prenestino/Centocelle,45
I Centro Storico,71
I Centro Storico,74
XII Monte Verde,70
VIII Appia Antica,27
I Centro Storico,45
I Centro Storico,120
I Centro Storico,100
I Centro Storico,49
VII San Giovanni/CinecittĂ ,110
III Monte Sacro,80
I Centro Storico,51
VII San Giovanni/CinecittĂ ,60
I Centro Storico,45
I Centro Storico,158
I Centro Storico,40
I Centro Storico,55
I Centro Storico,93
I Centro Storico,54
I Centro Storico,70
I Centro Storico,35
I Centro Storico,55
XII Monte Verde,70
I Centro Storico,85
I Centro Storico,72
I Centro Storico,139
VIII Appia Antica,40
XII Monte Verde,110
I Centro Storico,100
I Centro Storico,85
V Prenestino/Centocelle,28
I Centro Storico,66
XI Arvalia/Portuense,50
XI Arvalia/Portuense,32
I Centro Storico,70
I Centro Storico,58
I Centro Storico,91
I Centro Storico,50
I Centro Storico,65
XII Monte Verde,64
I Centro Storico,83
I Centro Storico,129
VIII Appia Antica,85
I Centro Storico,45
XII Monte Verde,60
I Centro Storico,54
I Centro Storico,45
XII Monte Verde,128
I Centro Storico,80
I Centro Storico,80
IX Eur,33
I Centro Storico,155
VII San Giovanni/CinecittĂ ,95
I Centro Storico,45
I Centro Storico,109
I Centro Storico,71
XIV Monte Mario,52
IV Tiburtina,30
I Centro Storico,20
II Parioli/Nomentano,96
VIII Appia Antica,51
XIV Monte Mario,85
I Centro Storico,109
VIII Appia Antica,42
II Parioli/Nomentano,82
IV Tiburtina,55
I Centro Storico,95
V Prenestino/Centocelle,46
V Prenestino/Centocelle,26
I Centro Storico,85
I Centro Storico,150
I Centro Storico,83
I Centro Storico,75
XII Monte Verde,51
II Parioli/Nomentano,65
I Centro Storico,98
XI Arvalia/Portuense,114
VII San Giovanni/CinecittĂ ,19
VII San Giovanni/CinecittĂ ,90
XII Monte Verde,56
I Centro Storico,96
I Centro Storico,61
VIII Appia Antica,50
II Parioli/Nomentano,50
I Centro Storico,138
XIII Aurelia,76
XV Cassia/Flaminia,130
VII San Giovanni/CinecittĂ ,40
I Centro Storico,100
XIII Aurelia,54
V Prenestino/Centocelle,32
I Centro Storico,71
I Centro Storico,84
V Prenestino/Centocelle,25
V Prenestino/Centocelle,60
V Prenestino/Centocelle,31
I Centro Storico,89
I Centro Storico,76
I Centro Storico,71
VII San Giovanni/CinecittĂ ,106
I Centro Storico,65
I Centro Storico,70
I Centro Storico,150
X Ostia/Acilia,60
VII San Giovanni/CinecittĂ ,48
XIV Monte Mario,20
I Centro Storico,195
I Centro Storico,80
II Parioli/Nomentano,78
XIII Aurelia,44
X Ostia/Acilia,79
I Centro Storico,62
XI Arvalia/Portuense,59
I Centro Storico,160
II Parioli/Nomentano,50
II Parioli/Nomentano,100
I Centro Storico,100
II Parioli/Nomentano,50
I Centro Storico,79
I Centro Storico,118
X Ostia/Acilia,161
I Centro Storico,150
I Centro Storico,102
VII San Giovanni/CinecittĂ ,71
XV Cassia/Flaminia,21
V Prenestino/Centocelle,30
I Centro Storico,45
I Centro Storico,160
I Centro Storico,105
VI Roma delle Torri,140
I Centro Storico,65
I Centro Storico,75
I Centro Storico,108
VII San Giovanni/CinecittĂ ,50
VII San Giovanni/CinecittĂ ,13
I Centro Storico,100
I Centro Storico,69
X Ostia/Acilia,65
IV Tiburtina,80
I Centro Storico,120
I Centro Storico,65
XII Monte Verde,110
V Prenestino/Centocelle,63
I Centro Storico,75
I Centro Storico,49
XII Monte Verde,63
I Centro Storico,75
VII San Giovanni/CinecittĂ ,25
V Prenestino/Centocelle,100
XII Monte Verde,50
III Monte Sacro,31
I Centro Storico,80
I Centro Storico,93
V Prenestino/Centocelle,80
I Centro Storico,42
VII San Giovanni/CinecittĂ ,130
II Parioli/Nomentano,109
I Centro Storico,63
II Parioli/Nomentano,50
I Centro Storico,80
I Centro Storico,96
I Centro Storico,62
IX Eur,70
XIV Monte Mario,170
IX Eur,40
I Centro Storico,130
I Centro Storico,98
VIII Appia Antica,60
I Centro Storico,80
XV Cassia/Flaminia,85
I Centro Storico,136
II Parioli/Nomentano,65
I Centro Storico,62
II Parioli/Nomentano,207
II Parioli/Nomentano,200
I Centro Storico,45
I Centro Storico,65
I Centro Storico,105
XII Monte Verde,60
VII San Giovanni/CinecittĂ ,90
I Centro Storico,104
XIV Monte Mario,60
XII Monte Verde,58
I Centro Storico,77
VII San Giovanni/CinecittĂ ,48
I Centro Storico,90
I Centro Storico,43
XV Cassia/Flaminia,79
X Ostia/Acilia,90
VII San Giovanni/CinecittĂ ,70
XIII Aurelia,48
I Centro Storico,69
I Centro Storico,60
XIII Aurelia,116
XV Cassia/Flaminia,110
IX Eur,39
II Parioli/Nomentano,86
XV Cassia/Flaminia,89
I Centro Storico,143
II Parioli/Nomentano,44
VII San Giovanni/CinecittĂ ,180
X Ostia/Acilia,50
I Centro Storico,100
I Centro Storico,70
I Centro Storico,73
I Centro Storico,100
I Centro Storico,58
V Prenestino/Centocelle,23
I Centro Storico,95
I Centro Storico,60
V Prenestino/Centocelle,40
VII San Giovanni/CinecittĂ ,53
I Centro Storico,150
I Centro Storico,71
II Parioli/Nomentano,78
I Centro Storico,95
XI Arvalia/Portuense,45
XI Arvalia/Portuense,30
V Prenestino/Centocelle,67
I Centro Storico,75
XIV Monte Mario,69
VII San Giovanni/CinecittĂ ,38
I Centro Storico,60
I Centro Storico,58
I Centro Storico,267
VII San Giovanni/CinecittĂ ,36
I Centro Storico,90
VII San Giovanni/CinecittĂ ,47
XI Arvalia/Portuense,40
I Centro Storico,90
X Ostia/Acilia,40
XII Monte Verde,58
I Centro Storico,89
I Centro Storico,70
I Centro Storico,88
I Centro Storico,133
XII Monte Verde,50
I Centro Storico,150
VII San Giovanni/CinecittĂ ,80
I Centro Storico,69
II Parioli/Nomentano,30
II Parioli/Nomentano,68
I Centro Storico,160
I Centro Storico,120
II Parioli/Nomentano,60
XI Arvalia/Portuense,35
VII San Giovanni/CinecittĂ ,25
I Centro Storico,66
XII Monte Verde,75
XII Monte Verde,65
I Centro Storico,120
I Centro Storico,70
I Centro Storico,80
I Centro Storico,63
XI Arvalia/Portuense,95
I Centro Storico,67
I Centro Storico,113
I Centro Storico,90
XI Arvalia/Portuense,120
X Ostia/Acilia,150
I Centro Storico,70
I Centro Storico,90
XI Arvalia/Portuense,54
I Centro Storico,104
XIII Aurelia,30
I Centro Storico,61
I Centro Storico,105
II Parioli/Nomentano,57
V Prenestino/Centocelle,53
XIV Monte Mario,45
I Centro Storico,58
VIII Appia Antica,80
I Centro Storico,68
I Centro Storico,47
I Centro Storico,165
XIII Aurelia,90
I Centro Storico,53
I Centro Storico,44
I Centro Storico,202
I Centro Storico,50
V Prenestino/Centocelle,32
IV Tiburtina,35
I Centro Storico,155
I Centro Storico,70
I Centro Storico,60
I Centro Storico,94
XII Monte Verde,50
I Centro Storico,70
I Centro Storico,102
XIII Aurelia,60
I Centro Storico,60
I Centro Storico,34
I Centro Storico,70
XV Cassia/Flaminia,54
I Centro Storico,120
XII Monte Verde,50
XIV Monte Mario,105
VII San Giovanni/CinecittĂ ,70
XII Monte Verde,70
I Centro Storico,85
VII San Giovanni/CinecittĂ ,61
II Parioli/Nomentano,264
I Centro Storico,135
I Centro Storico,45
I Centro Storico,100
I Centro Storico,155
I Centro Storico,90
I Centro Storico,120
I Centro Storico,68
I Centro Storico,75
VII San Giovanni/CinecittĂ ,52
II Parioli/Nomentano,80
I Centro Storico,85
I Centro Storico,100
I Centro Storico,135
I Centro Storico,105
I Centro Storico,139
I Centro Storico,100
I Centro Storico,64
I Centro Storico,344
XIII Aurelia,50
I Centro Storico,111
VII San Giovanni/CinecittĂ ,80
XV Cassia/Flaminia,30
XII Monte Verde,53
I Centro Storico,173
VIII Appia Antica,100
I Centro Storico,150
I Centro Storico,99
I Centro Storico,156
I Centro Storico,80
I Centro Storico,75
I Centro Storico,117
I Centro Storico,65
I Centro Storico,45
I Centro Storico,75
I Centro Storico,100
I Centro Storico,102
I Centro Storico,92
VII San Giovanni/CinecittĂ ,100
XII Monte Verde,80
XIII Aurelia,79
XII Monte Verde,97
III Monte Sacro,70
I Centro Storico,70
VII San Giovanni/CinecittĂ ,50
I Centro Storico,55
I Centro Storico,44
I Centro Storico,87
I Centro Storico,79
I Centro Storico,85
XII Monte Verde,80
VII San Giovanni/CinecittĂ ,60
I Centro Storico,104
I Centro Storico,65
XIII Aurelia,90
XI Arvalia/Portuense,133
VII San Giovanni/CinecittĂ ,133
VII San Giovanni/CinecittĂ ,133
I Centro Storico,99
I Centro Storico,130
I Centro Storico,94
I Centro Storico,68
VII San Giovanni/CinecittĂ ,80
I Centro Storico,100
I Centro Storico,80
XI Arvalia/Portuense,73
II Parioli/Nomentano,33
I Centro Storico,56
V Prenestino/Centocelle,40
I Centro Storico,109
I Centro Storico,82
I Centro Storico,60
II Parioli/Nomentano,34
I Centro Storico,100
I Centro Storico,100
I Centro Storico,56
I Centro Storico,142
VII San Giovanni/CinecittĂ ,55
VII San Giovanni/CinecittĂ ,65
I Centro Storico,85
I Centro Storico,98
II Parioli/Nomentano,150
I Centro Storico,45
I Centro Storico,90
II Parioli/Nomentano,62
VII San Giovanni/CinecittĂ ,186
I Centro Storico,130
I Centro Storico,50
XIII Aurelia,65
I Centro Storico,70
I Centro Storico,70
VIII Appia Antica,250
I Centro Storico,140
V Prenestino/Centocelle,40
I Centro Storico,250
II Parioli/Nomentano,75
I Centro Storico,96
VII San Giovanni/CinecittĂ ,46
I Centro Storico,88
IX Eur,49
I Centro Storico,74
I Centro Storico,55
I Centro Storico,100
I Centro Storico,120
XIII Aurelia,62
I Centro Storico,59
I Centro Storico,50
I Centro Storico,170
I Centro Storico,200
XI Arvalia/Portuense,30
I Centro Storico,90
I Centro Storico,135
XI Arvalia/Portuense,71
I Centro Storico,125
I Centro Storico,100
I Centro Storico,114
I Centro Storico,50
I Centro Storico,96
I Centro Storico,97
XI Arvalia/Portuense,79
I Centro Storico,144
I Centro Storico,150
I Centro Storico,60
I Centro Storico,82
I Centro Storico,158
I Centro Storico,96
I Centro Storico,75
V Prenestino/Centocelle,54
I Centro Storico,100
I Centro Storico,120
VII San Giovanni/CinecittĂ ,25
